Stock,Date,Close
ANV,2010-11-04,13.5
CII,2010-11-04,35.0
CSM,2010-11-04,27.9
DPM,2010-11-04,36.2
DXG,2010-11-04,29.2
FPT,2010-11-04,73.5
HCM,2010-11-04,27.4
IJC,2010-11-04,14.9
NTL,2010-11-04,64.0
PDR,2010-11-04,32.5
PVT,2010-11-04,10.3
STB,2010-11-04,15.6
VMD,2010-11-04,27.8
AGR,2010-11-03,12.1
ANV,2010-11-03,13.3
CII,2010-11-03,34.6
CSM,2010-11-03,28.0
DPM,2010-11-03,35.5
DXG,2010-11-03,28.8
FPT,2010-11-03,73.0
HCM,2010-11-03,27.2
IJC,2010-11-03,14.9
NTL,2010-11-03,63.0
PDR,2010-11-03,32.3
PVT,2010-11-03,10.2
STB,2010-11-03,15.5
TCO,2010-11-03,11.0
VMD,2010-11-03,27.7
AGR,2010-11-02,12.1
ANV,2010-11-02,14.0
CII,2010-11-02,35.1
CSM,2010-11-02,27.7
DPM,2010-11-02,35.5
DXG,2010-11-02,29.0
FPT,2010-11-02,73.0
HCM,2010-11-02,27.3
IJC,2010-11-02,15.3
NTL,2010-11-02,64.5
PDR,2010-11-02,32.5
PVT,2010-11-02,10.1
STB,2010-11-02,15.8
VMD,2010-11-02,28.3
AGR,2010-11-01,12.2
ANV,2010-11-01,14.4
CII,2010-11-01,35.2
CSM,2010-11-01,28.5
DPM,2010-11-01,35.3
DXG,2010-11-01,28.8
FPT,2010-11-01,74.5
HCM,2010-11-01,27.4
IJC,2010-11-01,15.9
NTL,2010-11-01,64.5
PDR,2010-11-01,32.5
PVT,2010-11-01,10.3
STB,2010-11-01,15.8
VMD,2010-11-01,27.5
AGR,2010-10-29,12.5
ANV,2010-10-29,14.4
CII,2010-10-29,35.0
CSM,2010-10-29,28.5
DPM,2010-10-29,34.8
DXG,2010-10-29,29.0
FPT,2010-10-29,76.5
HCM,2010-10-29,27.3
IJC,2010-10-29,16.7
NTL,2010-10-29,66.0
PDR,2010-10-29,32.6
PVT,2010-10-29,10.5
STB,2010-10-29,16.0
VMD,2010-10-29,28.2
AGR,2010-10-28,12.2
ANV,2010-10-28,14.6
CII,2010-10-28,35.2
CSM,2010-10-28,28.5
DPM,2010-10-28,34.0
DXG,2010-10-28,28.5
FPT,2010-10-28,73.5
HCM,2010-10-28,26.9
IJC,2010-10-28,17.0
NTL,2010-10-28,64.5
PDR,2010-10-28,32.6
PVT,2010-10-28,10.5
STB,2010-10-28,15.7
VMD,2010-10-28,28.1
AGR,2010-10-27,12.4
ANV,2010-10-27,14.8
CII,2010-10-27,34.9
CSM,2010-10-27,28.6
DPM,2010-10-27,33.0
DXG,2010-10-27,29.9
FPT,2010-10-27,72.5
HCM,2010-10-27,26.8
IJC,2010-10-27,17.5
NTL,2010-10-27,63.5
PDR,2010-10-27,32.6
PVT,2010-10-27,10.8
STB,2010-10-27,15.4
VMD,2010-10-27,28.2
AGR,2010-10-26,12.8
ANV,2010-10-26,15.3
CII,2010-10-26,35.4
CSM,2010-10-26,28.8
DPM,2010-10-26,34.0
DXG,2010-10-26,30.3
FPT,2010-10-26,71.5
HCM,2010-10-26,27.4
IJC,2010-10-26,18.1
NTL,2010-10-26,65.5
PDR,2010-10-26,32.7
PVT,2010-10-26,11.1
STB,2010-10-26,15.6
VMD,2010-10-26,28.5
AGR,2010-10-25,12.6
ANV,2010-10-25,15.0
CII,2010-10-25,34.8
CSM,2010-10-25,28.4
DPM,2010-10-25,33.3
DXG,2010-10-25,29.0
FPT,2010-10-25,69.5
HCM,2010-10-25,26.1
IJC,2010-10-25,17.3
NTL,2010-10-25,63.5
PDR,2010-10-25,32.7
PVT,2010-10-25,10.7
STB,2010-10-25,15.3
VMD,2010-10-25,28.0
AGR,2010-10-22,12.5
ANV,2010-10-22,15.0
CII,2010-10-22,34.7
CSM,2010-10-22,28.8
DPM,2010-10-22,32.7
DXG,2010-10-22,28.0
FPT,2010-10-22,69.5
HCM,2010-10-22,26.1
IJC,2010-10-22,17.4
NTL,2010-10-22,60.5
PDR,2010-10-22,32.5
PVT,2010-10-22,10.6
STB,2010-10-22,15.4
VMD,2010-10-22,28.1
AGR,2010-10-21,12.4
ANV,2010-10-21,15.0
CII,2010-10-21,35.1
CSM,2010-10-21,28.5
DPM,2010-10-21,33.5
DXG,2010-10-21,29.0
FPT,2010-10-21,69.5
HCM,2010-10-21,27.0
IJC,2010-10-21,18.3
NTL,2010-10-21,59.5
PDR,2010-10-21,32.8
PVT,2010-10-21,10.6
STB,2010-10-21,15.6
VMD,2010-10-21,28.0
AGR,2010-10-20,12.2
ANV,2010-10-20,14.9
CII,2010-10-20,34.9
CSM,2010-10-20,28.4
DPM,2010-10-20,33.2
DXG,2010-10-20,28.7
FPT,2010-10-20,70.5
HCM,2010-10-20,27.0
IJC,2010-10-20,18.5
NTL,2010-10-20,59.5
PDR,2010-10-20,32.8
PVT,2010-10-20,10.4
STB,2010-10-20,15.5
VMD,2010-10-20,28.3
AGR,2010-10-19,12.8
ANV,2010-10-19,15.6
CII,2010-10-19,35.9
CSM,2010-10-19,29.5
DPM,2010-10-19,34.9
DXG,2010-10-19,28.9
FPT,2010-10-19,71.5
HCM,2010-10-19,28.4
IJC,2010-10-19,18.6
NTL,2010-10-19,61.5
PDR,2010-10-19,33.0
PVT,2010-10-19,10.9
STB,2010-10-19,15.8
TCO,2010-10-19,10.6
VMD,2010-10-19,28.1
AGR,2010-10-18,13.2
ANV,2010-10-18,16.2
CII,2010-10-18,36.1
CSM,2010-10-18,30.2
DPM,2010-10-18,35.5
DXG,2010-10-18,28.5
FPT,2010-10-18,71.5
HCM,2010-10-18,29.4
IJC,2010-10-18,19.3
NTL,2010-10-18,63.5
PDR,2010-10-18,33.3
PVT,2010-10-18,11.2
STB,2010-10-18,15.9
VMD,2010-10-18,28.1
AGR,2010-10-15,13.2
ANV,2010-10-15,16.5
CII,2010-10-15,36.1
CSM,2010-10-15,30.2
DPM,2010-10-15,34.4
DXG,2010-10-15,27.6
FPT,2010-10-15,71.5
HCM,2010-10-15,30.0
IJC,2010-10-15,19.3
NTL,2010-10-15,63.5
PDR,2010-10-15,33.8
PVT,2010-10-15,11.4
STB,2010-10-15,16.0
VMD,2010-10-15,28.5
AGR,2010-10-14,12.9
ANV,2010-10-14,16.5
CII,2010-10-14,36.3
CSM,2010-10-14,29.5
DPM,2010-10-14,33.5
DXG,2010-10-14,28.6
FPT,2010-10-14,73.0
HCM,2010-10-14,29.0
IJC,2010-10-14,19.2
NTL,2010-10-14,63.5
PDR,2010-10-14,33.7
PVT,2010-10-14,11.4
STB,2010-10-14,16.1
TCO,2010-10-14,10.6
VMD,2010-10-14,28.5
AGR,2010-10-13,12.8
ANV,2010-10-13,16.6
CII,2010-10-13,35.9
CSM,2010-10-13,29.5
DPM,2010-10-13,32.9
DXG,2010-10-13,29.9
FPT,2010-10-13,72.5
HCM,2010-10-13,29.0
IJC,2010-10-13,19.3
NTL,2010-10-13,63.5
PDR,2010-10-13,33.7
PVT,2010-10-13,11.5
STB,2010-10-13,16.2
TCO,2010-10-13,10.7
VMD,2010-10-13,29.1
AGR,2010-10-12,12.2
ANV,2010-10-12,16.4
CII,2010-10-12,35.5
CSM,2010-10-12,29.3
DPM,2010-10-12,32.8
DXG,2010-10-12,29.5
FPT,2010-10-12,71.5
HCM,2010-10-12,29.2
IJC,2010-10-12,19.3
NTL,2010-10-12,64.0
PDR,2010-10-12,33.8
PVT,2010-10-12,11.4
STB,2010-10-12,16.4
TCO,2010-10-12,10.7
VMD,2010-10-12,29.3
AGR,2010-10-11,11.7
ANV,2010-10-11,16.6
CII,2010-10-11,36.0
CSM,2010-10-11,29.9
DPM,2010-10-11,33.7
DXG,2010-10-11,31.0
FPT,2010-10-11,72.0
HCM,2010-10-11,29.7
IJC,2010-10-11,19.3
NTL,2010-10-11,65.0
PDR,2010-10-11,33.9
PVT,2010-10-11,11.6
STB,2010-10-11,16.7
VMD,2010-10-11,29.2
AGR,2010-10-08,12.1
ANV,2010-10-08,16.7
CII,2010-10-08,36.2
CSM,2010-10-08,30.0
DPM,2010-10-08,33.2
DXG,2010-10-08,31.1
FPT,2010-10-08,73.0
HCM,2010-10-08,29.8
IJC,2010-10-08,19.6
NTL,2010-10-08,65.0
PDR,2010-10-08,34.0
PVT,2010-10-08,11.7
STB,2010-10-08,16.8
VMD,2010-10-08,29.1
AGR,2010-10-07,11.6
ANV,2010-10-07,16.8
CII,2010-10-07,36.2
CSM,2010-10-07,30.2
DPM,2010-10-07,32.9
DXG,2010-10-07,31.0
FPT,2010-10-07,73.5
HCM,2010-10-07,30.3
IJC,2010-10-07,20.0
NTL,2010-10-07,66.0
PDR,2010-10-07,34.5
PVT,2010-10-07,11.8
STB,2010-10-07,16.9
VMD,2010-10-07,29.5
AGR,2010-10-06,11.1
ANV,2010-10-06,16.8
CII,2010-10-06,36.2
CSM,2010-10-06,30.4
DPM,2010-10-06,31.4
DXG,2010-10-06,31.0
FPT,2010-10-06,72.5
HCM,2010-10-06,30.9
IJC,2010-10-06,20.2
NTL,2010-10-06,66.5
PDR,2010-10-06,34.5
PVT,2010-10-06,12.0
STB,2010-10-06,16.9
TCO,2010-10-06,11.0
VMD,2010-10-06,29.9
AGR,2010-10-05,10.6
ANV,2010-10-05,16.7
CII,2010-10-05,36.0
CSM,2010-10-05,29.9
DPM,2010-10-05,31.0
DXG,2010-10-05,30.0
FPT,2010-10-05,72.0
HCM,2010-10-05,30.9
IJC,2010-10-05,19.5
NTL,2010-10-05,65.0
PDR,2010-10-05,34.2
PVT,2010-10-05,11.9
STB,2010-10-05,16.8
VMD,2010-10-05,28.9
AGR,2010-10-04,10.1
ANV,2010-10-04,16.3
CII,2010-10-04,35.5
CSM,2010-10-04,30.0
DPM,2010-10-04,30.5
DXG,2010-10-04,30.3
FPT,2010-10-04,71.0
HCM,2010-10-04,30.5
IJC,2010-10-04,19.7
NTL,2010-10-04,64.0
PDR,2010-10-04,33.9
PVT,2010-10-04,11.5
STB,2010-10-04,16.8
TCO,2010-10-04,11.0
VMD,2010-10-04,28.9
AGR,2010-10-01,10.5
ANV,2010-10-01,16.9
CII,2010-10-01,36.0
CSM,2010-10-01,30.6
DPM,2010-10-01,30.5
FPT,2010-10-01,71.0
HCM,2010-10-01,32.1
IJC,2010-10-01,20.7
NTL,2010-10-01,65.5
PDR,2010-10-01,34.2
PVT,2010-10-01,11.8
STB,2010-10-01,16.9
VMD,2010-10-01,30.4
AGR,2010-09-30,10.6
ANV,2010-09-30,17.1
CII,2010-09-30,36.3
CSM,2010-09-30,30.5
DPM,2010-09-30,30.6
DXG,2010-09-30,31.8
FPT,2010-09-30,71.0
HCM,2010-09-30,32.3
IJC,2010-09-30,20.0
NTL,2010-09-30,66.0
PDR,2010-09-30,35.0
PVT,2010-09-30,12.0
STB,2010-09-30,16.7
TCO,2010-09-30,11.3
VMD,2010-09-30,32.0
AGR,2010-09-29,10.8
ANV,2010-09-29,17.3
CII,2010-09-29,36.2
CSM,2010-09-29,30.5
DPM,2010-09-29,30.8
DXG,2010-09-29,31.6
FPT,2010-09-29,70.5
HCM,2010-09-29,32.6
IJC,2010-09-29,19.1
NTL,2010-09-29,65.5
PDR,2010-09-29,34.9
PVT,2010-09-29,11.9
STB,2010-09-29,16.5
AGR,2010-09-28,11.0
ANV,2010-09-28,17.4
CII,2010-09-28,36.7
CSM,2010-09-28,30.6
DPM,2010-09-28,30.8
DXG,2010-09-28,30.8
FPT,2010-09-28,71.0
HCM,2010-09-28,33.2
IJC,2010-09-28,19.8
NTL,2010-09-28,67.0
PDR,2010-09-28,34.9
PVT,2010-09-28,12.1
STB,2010-09-28,17.0
AGR,2010-09-27,11.0
ANV,2010-09-27,16.9
CII,2010-09-27,36.6
CSM,2010-09-27,30.4
DPM,2010-09-27,30.6
DXG,2010-09-27,32.0
FPT,2010-09-27,70.0
HCM,2010-09-27,33.1
IJC,2010-09-27,20.0
NTL,2010-09-27,66.5
PDR,2010-09-27,34.6
PVT,2010-09-27,12.0
STB,2010-09-27,16.8
TCO,2010-09-27,11.5
AGR,2010-09-24,11.2
ANV,2010-09-24,16.6
CII,2010-09-24,36.6
CSM,2010-09-24,30.6
DPM,2010-09-24,30.8
DXG,2010-09-24,31.3
FPT,2010-09-24,70.5
HCM,2010-09-24,33.8
IJC,2010-09-24,20.3
NTL,2010-09-24,65.5
PDR,2010-09-24,34.8
PVT,2010-09-24,12.1
STB,2010-09-24,16.0
AGR,2010-09-23,11.3
ANV,2010-09-23,16.6
CII,2010-09-23,36.5
CSM,2010-09-23,30.7
DPM,2010-09-23,30.8
DXG,2010-09-23,32.9
FPT,2010-09-23,71.5
HCM,2010-09-23,33.2
IJC,2010-09-23,20.0
NTL,2010-09-23,66.5
PDR,2010-09-23,35.5
PVT,2010-09-23,12.2
STB,2010-09-23,16.0
AGR,2010-09-22,11.4
ANV,2010-09-22,16.8
CII,2010-09-22,36.6
CSM,2010-09-22,31.4
DPM,2010-09-22,30.7
DXG,2010-09-22,31.9
FPT,2010-09-22,71.5
HCM,2010-09-22,34.5
IJC,2010-09-22,20.6
NTL,2010-09-22,67.5
PDR,2010-09-22,36.1
PVT,2010-09-22,12.2
STB,2010-09-22,16.0
TCO,2010-09-22,11.5
AGR,2010-09-21,11.4
ANV,2010-09-21,16.8
CII,2010-09-21,36.5
CSM,2010-09-21,31.0
DPM,2010-09-21,30.2
DXG,2010-09-21,32.0
FPT,2010-09-21,72.0
HCM,2010-09-21,34.5
IJC,2010-09-21,20.7
NTL,2010-09-21,67.0
PDR,2010-09-21,36.2
PVT,2010-09-21,12.2
STB,2010-09-21,16.0
TCO,2010-09-21,10.5
AGR,2010-09-20,11.7
ANV,2010-09-20,17.2
CII,2010-09-20,36.5
CSM,2010-09-20,31.6
DPM,2010-09-20,31.0
DXG,2010-09-20,33.5
FPT,2010-09-20,73.0
HCM,2010-09-20,35.3
IJC,2010-09-20,20.0
NTL,2010-09-20,69.0
PDR,2010-09-20,36.9
PVT,2010-09-20,12.4
STB,2010-09-20,16.0
AGR,2010-09-17,12.1
ANV,2010-09-17,17.3
CII,2010-09-17,36.7
CSM,2010-09-17,31.6
DPM,2010-09-17,30.9
DXG,2010-09-17,33.0
FPT,2010-09-17,73.5
HCM,2010-09-17,35.0
IJC,2010-09-17,19.1
NTL,2010-09-17,68.5
PDR,2010-09-17,36.7
PVT,2010-09-17,12.6
STB,2010-09-17,15.7
TCO,2010-09-17,9.8
AGR,2010-09-16,11.7
ANV,2010-09-16,16.9
CII,2010-09-16,36.1
CSM,2010-09-16,30.6
DPM,2010-09-16,30.8
DXG,2010-09-16,32.0
FPT,2010-09-16,72.0
HCM,2010-09-16,33.5
IJC,2010-09-16,18.2
NTL,2010-09-16,66.0
PDR,2010-09-16,36.7
PVT,2010-09-16,12.2
STB,2010-09-16,15.6
AGR,2010-09-15,11.4
ANV,2010-09-15,16.7
CII,2010-09-15,36.2
CSM,2010-09-15,30.3
DPM,2010-09-15,31.0
DXG,2010-09-15,31.0
FPT,2010-09-15,73.0
HCM,2010-09-15,33.5
IJC,2010-09-15,18.5
NTL,2010-09-15,67.0
PDR,2010-09-15,36.3
PVT,2010-09-15,12.3
STB,2010-09-15,15.6
AGR,2010-09-14,11.9
ANV,2010-09-14,17.0
CII,2010-09-14,36.3
CSM,2010-09-14,30.4
DPM,2010-09-14,30.7
DXG,2010-09-14,31.8
FPT,2010-09-14,73.0
HCM,2010-09-14,34.2
IJC,2010-09-14,19.0
NTL,2010-09-14,66.5
PDR,2010-09-14,34.9
PVT,2010-09-14,12.2
STB,2010-09-14,15.6
TCO,2010-09-14,10.8
AGR,2010-09-13,11.8
ANV,2010-09-13,17.2
CII,2010-09-13,35.7
CSM,2010-09-13,30.2
DPM,2010-09-13,30.7
DXG,2010-09-13,30.5
FPT,2010-09-13,73.0
HCM,2010-09-13,33.6
IJC,2010-09-13,19.0
NTL,2010-09-13,65.5
PDR,2010-09-13,33.3
PVT,2010-09-13,12.0
STB,2010-09-13,15.5
AGR,2010-09-10,12.0
ANV,2010-09-10,17.0
CII,2010-09-10,35.6
CSM,2010-09-10,31.2
DPM,2010-09-10,30.0
DXG,2010-09-10,31.9
FPT,2010-09-10,72.5
HCM,2010-09-10,35.2
IJC,2010-09-10,20.0
NTL,2010-09-10,67.0
PDR,2010-09-10,34.9
PVT,2010-09-10,12.2
STB,2010-09-10,15.7
TCO,2010-09-10,10.5
AGR,2010-09-09,12.5
ANV,2010-09-09,17.7
CII,2010-09-09,36.6
CSM,2010-09-09,31.2
DPM,2010-09-09,30.8
DXG,2010-09-09,33.5
FPT,2010-09-09,73.5
HCM,2010-09-09,37.0
IJC,2010-09-09,21.0
NTL,2010-09-09,70.5
PDR,2010-09-09,35.0
PVT,2010-09-09,12.8
STB,2010-09-09,16.0
TCO,2010-09-09,11.0
AGR,2010-09-08,12.3
ANV,2010-09-08,17.1
CII,2010-09-08,36.0
CSM,2010-09-08,32.4
DPM,2010-09-08,30.8
DXG,2010-09-08,33.3
FPT,2010-09-08,72.5
HCM,2010-09-08,36.0
IJC,2010-09-08,20.7
NTL,2010-09-08,69.0
PDR,2010-09-08,35.5
PVT,2010-09-08,12.6
STB,2010-09-08,15.8
AGR,2010-09-07,12.8
ANV,2010-09-07,17.8
CII,2010-09-07,36.5
CSM,2010-09-07,33.6
DPM,2010-09-07,30.0
DXG,2010-09-07,33.5
FPT,2010-09-07,73.0
HCM,2010-09-07,37.0
IJC,2010-09-07,19.8
NTL,2010-09-07,69.5
PDR,2010-09-07,35.8
PVT,2010-09-07,12.9
STB,2010-09-07,16.0
AGR,2010-09-06,13.1
ANV,2010-09-06,18.0
CII,2010-09-06,37.0
CSM,2010-09-06,34.0
DPM,2010-09-06,31.0
DXG,2010-09-06,32.9
FPT,2010-09-06,74.0
HCM,2010-09-06,37.5
IJC,2010-09-06,18.9
NTL,2010-09-06,69.5
PDR,2010-09-06,36.0
PVT,2010-09-06,13.3
STB,2010-09-06,16.5
TCO,2010-09-06,10.4
AGR,2010-09-01,12.6
ANV,2010-09-01,17.3
CII,2010-09-01,35.7
CSM,2010-09-01,32.7
DPM,2010-09-01,31.9
DXG,2010-09-01,31.4
FPT,2010-09-01,74.5
HCM,2010-09-01,35.8
IJC,2010-09-01,18.0
NTL,2010-09-01,66.5
PDR,2010-09-01,35.8
PVT,2010-09-01,12.8
STB,2010-09-01,16.2
TCO,2010-09-01,10.5
AGR,2010-08-31,12.6
ANV,2010-08-31,17.1
CII,2010-08-31,35.6
CSM,2010-08-31,32.3
DPM,2010-08-31,31.9
DXG,2010-08-31,30.0
FPT,2010-08-31,75.0
HCM,2010-08-31,34.8
IJC,2010-08-31,17.2
NTL,2010-08-31,64.0
PDR,2010-08-31,35.8
PVT,2010-08-31,12.9
STB,2010-08-31,16.3
AGR,2010-08-30,12.0
ANV,2010-08-30,16.3
CII,2010-08-30,34.1
CSM,2010-08-30,30.8
DPM,2010-08-30,31.9
DXG,2010-08-30,30.9
FPT,2010-08-30,72.0
HCM,2010-08-30,33.2
IJC,2010-08-30,16.4
NTL,2010-08-30,61.0
PDR,2010-08-30,35.2
PVT,2010-08-30,12.6
STB,2010-08-30,16.2
TCO,2010-08-30,11.4
AGR,2010-08-27,11.5
ANV,2010-08-27,15.6
CII,2010-08-27,32.5
CSM,2010-08-27,29.4
DPM,2010-08-27,30.4
DXG,2010-08-27,29.5
FPT,2010-08-27,70.0
HCM,2010-08-27,31.7
IJC,2010-08-27,15.7
NTL,2010-08-27,58.5
PDR,2010-08-27,33.6
PVT,2010-08-27,12.0
STB,2010-08-27,15.8
AGR,2010-08-26,11.0
ANV,2010-08-26,15.6
CII,2010-08-26,32.4
CSM,2010-08-26,29.0
DPM,2010-08-26,29.5
DXG,2010-08-26,30.6
FPT,2010-08-26,70.0
HCM,2010-08-26,31.8
IJC,2010-08-26,16.0
NTL,2010-08-26,59.0
PDR,2010-08-26,32.0
PVT,2010-08-26,11.9
STB,2010-08-26,15.7
AGR,2010-08-25,10.9
ANV,2010-08-25,15.8
CII,2010-08-25,32.4
CSM,2010-08-25,29.1
DPM,2010-08-25,28.6
DXG,2010-08-25,32.2
FPT,2010-08-25,69.5
HCM,2010-08-25,30.7
IJC,2010-08-25,16.3
NTL,2010-08-25,58.5
PDR,2010-08-25,33.0
PVT,2010-08-25,11.4
STB,2010-08-25,15.6
TCO,2010-08-25,12.6
AGR,2010-08-24,11.4
ANV,2010-08-24,16.6
CII,2010-08-24,33.0
CSM,2010-08-24,30.4
DPM,2010-08-24,28.5
DXG,2010-08-24,33.8
FPT,2010-08-24,70.0
HCM,2010-08-24,32.3
IJC,2010-08-24,17.1
NTL,2010-08-24,61.5
PDR,2010-08-24,34.5
PVT,2010-08-24,11.8
STB,2010-08-24,15.7
TCO,2010-08-24,13.9
AGR,2010-08-23,12.0
ANV,2010-08-23,17.4
CII,2010-08-23,33.9
CSM,2010-08-23,32.0
DPM,2010-08-23,29.5
DXG,2010-08-23,35.5
FPT,2010-08-23,73.0
HCM,2010-08-23,34.0
IJC,2010-08-23,18.0
NTL,2010-08-23,64.5
PDR,2010-08-23,36.3
PVT,2010-08-23,12.4
STB,2010-08-23,15.9
TCO,2010-08-23,15.4
AGR,2010-08-20,12.3
ANV,2010-08-20,18.0
CII,2010-08-20,34.3
CSM,2010-08-20,32.0
DPM,2010-08-20,29.9
DXG,2010-08-20,35.7
FPT,2010-08-20,75.0
HCM,2010-08-20,34.9
IJC,2010-08-20,18.6
NTL,2010-08-20,67.0
PDR,2010-08-20,36.6
PVT,2010-08-20,12.8
STB,2010-08-20,15.9
TCO,2010-08-20,17.1
AGR,2010-08-19,12.5
ANV,2010-08-19,17.6
CII,2010-08-19,34.3
CSM,2010-08-19,31.1
DPM,2010-08-19,29.7
DXG,2010-08-19,34.0
FPT,2010-08-19,72.0
HCM,2010-08-19,33.7
IJC,2010-08-19,18.6
NTL,2010-08-19,67.0
PDR,2010-08-19,36.6
PVT,2010-08-19,12.6
STB,2010-08-19,15.8
TCO,2010-08-19,19.0
AGR,2010-08-18,12.5
ANV,2010-08-18,17.8
CII,2010-08-18,34.5
CSM,2010-08-18,31.9
DPM,2010-08-18,29.7
DXG,2010-08-18,34.8
FPT,2010-08-18,72.5
HCM,2010-08-18,34.4
IJC,2010-08-18,19.0
NTL,2010-08-18,67.5
PDR,2010-08-18,36.8
PVT,2010-08-18,12.8
STB,2010-08-18,15.8
TCO,2010-08-18,21.1
AGR,2010-08-17,12.8
ANV,2010-08-17,18.4
CII,2010-08-17,35.4
CSM,2010-08-17,32.4
DPM,2010-08-17,30.0
DXG,2010-08-17,34.9
FPT,2010-08-17,75.0
HCM,2010-08-17,36.0
IJC,2010-08-17,19.7
NTL,2010-08-17,70.0
PDR,2010-08-17,36.9
PVT,2010-08-17,13.2
STB,2010-08-17,16.0
TCO,2010-08-17,23.4
AGR,2010-08-16,13.2
ANV,2010-08-16,18.7
CII,2010-08-16,36.0
CSM,2010-08-16,32.7
DPM,2010-08-16,30.0
DXG,2010-08-16,36.5
FPT,2010-08-16,73.5
HCM,2010-08-16,36.9
IJC,2010-08-16,20.1
NTL,2010-08-16,71.0
PDR,2010-08-16,37.0
PVT,2010-08-16,13.5
STB,2010-08-16,15.9
TCO,2010-08-16,26.0
AGR,2010-08-13,12.6
ANV,2010-08-13,18.0
CII,2010-08-13,34.4
CSM,2010-08-13,31.2
DPM,2010-08-13,29.7
DXG,2010-08-13,36.0
FPT,2010-08-13,71.0
HCM,2010-08-13,35.4
IJC,2010-08-13,19.2
NTL,2010-08-13,70.0
PDR,2010-08-13,36.3
PVT,2010-08-13,12.9
STB,2010-08-13,15.6
TCO,2010-08-13,28.8
AGR,2010-08-12,12.3
ANV,2010-08-12,17.4
CII,2010-08-12,32.9
CSM,2010-08-12,30.4
DPM,2010-08-12,28.4
DXG,2010-08-12,36.0
FPT,2010-08-12,71.0
HCM,2010-08-12,36.2
IJC,2010-08-12,20.1
NTL,2010-08-12,69.5
PDR,2010-08-12,36.2
PVT,2010-08-12,12.5
STB,2010-08-12,15.6
AGR,2010-08-11,12.9
ANV,2010-08-11,18.3
CII,2010-08-11,34.5
CSM,2010-08-11,32.0
DPM,2010-08-11,29.6
DXG,2010-08-11,37.8
FPT,2010-08-11,74.0
HCM,2010-08-11,38.1
IJC,2010-08-11,21.1
NTL,2010-08-11,73.0
PDR,2010-08-11,37.9
PVT,2010-08-11,13.1
STB,2010-08-11,15.9
AGR,2010-08-10,12.6
ANV,2010-08-10,18.0
CII,2010-08-10,34.4
CSM,2010-08-10,32.5
DPM,2010-08-10,30.0
DXG,2010-08-10,37.8
FPT,2010-08-10,74.0
HCM,2010-08-10,38.0
IJC,2010-08-10,21.5
NTL,2010-08-10,73.0
PDR,2010-08-10,37.9
PVT,2010-08-10,12.8
STB,2010-08-10,15.7
AGR,2010-08-09,12.9
ANV,2010-08-09,18.9
CII,2010-08-09,35.2
CSM,2010-08-09,32.9
DPM,2010-08-09,31.1
DXG,2010-08-09,37.2
FPT,2010-08-09,75.0
HCM,2010-08-09,39.6
IJC,2010-08-09,22.6
NTL,2010-08-09,75.0
PDR,2010-08-09,38.0
PVT,2010-08-09,13.1
STB,2010-08-09,16.2
AGR,2010-08-06,13.5
ANV,2010-08-06,19.8
CII,2010-08-06,37.0
CSM,2010-08-06,33.6
DPM,2010-08-06,31.7
DXG,2010-08-06,38.9
FPT,2010-08-06,77.0
HCM,2010-08-06,41.0
IJC,2010-08-06,23.7
NTL,2010-08-06,76.5
PDR,2010-08-06,38.5
PVT,2010-08-06,13.7
STB,2010-08-06,16.6
TCO,2010-08-06,32.0
AGR,2010-08-05,13.7
ANV,2010-08-05,19.4
CII,2010-08-05,37.7
CSM,2010-08-05,33.9
DPM,2010-08-05,31.8
DXG,2010-08-05,38.5
FPT,2010-08-05,79.0
HCM,2010-08-05,42.2
IJC,2010-08-05,24.2
NTL,2010-08-05,77.5
PDR,2010-08-05,38.9
PVT,2010-08-05,13.9
STB,2010-08-05,16.9
AGR,2010-08-04,13.8
ANV,2010-08-04,18.5
CII,2010-08-04,37.8
CSM,2010-08-04,34.0
DPM,2010-08-04,31.7
DXG,2010-08-04,37.5
FPT,2010-08-04,75.5
HCM,2010-08-04,42.5
IJC,2010-08-04,24.6
NTL,2010-08-04,77.5
PDR,2010-08-04,39.0
PVT,2010-08-04,14.0
STB,2010-08-04,16.8
AGR,2010-08-03,14.4
ANV,2010-08-03,18.9
CII,2010-08-03,38.0
CSM,2010-08-03,34.8
DPM,2010-08-03,32.0
DXG,2010-08-03,39.0
FPT,2010-08-03,78.0
HCM,2010-08-03,43.8
IJC,2010-08-03,25.2
NTL,2010-08-03,77.5
PDR,2010-08-03,39.4
PVT,2010-08-03,14.4
STB,2010-08-03,17.0
AGR,2010-08-02,14.4
ANV,2010-08-02,18.0
CII,2010-08-02,38.2
CSM,2010-08-02,34.9
DPM,2010-08-02,31.1
DXG,2010-08-02,38.0
FPT,2010-08-02,76.5
HCM,2010-08-02,44.2
IJC,2010-08-02,26.1
NTL,2010-08-02,77.0
PDR,2010-08-02,39.3
PVT,2010-08-02,14.4
STB,2010-08-02,17.0
TCO,2010-08-02,31.1
AGR,2010-07-30,14.4
ANV,2010-07-30,18.0
CII,2010-07-30,38.4
CSM,2010-07-30,36.0
DPM,2010-07-30,30.9
DXG,2010-07-30,38.5
FPT,2010-07-30,77.0
HCM,2010-07-30,44.7
IJC,2010-07-30,26.1
NTL,2010-07-30,77.5
PDR,2010-07-30,39.5
PVT,2010-07-30,14.4
STB,2010-07-30,17.1
AGR,2010-07-29,14.2
ANV,2010-07-29,17.8
CII,2010-07-29,38.1
CSM,2010-07-29,36.0
